Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OX434754,BQ.1.1.1,29848,United Kingdom,2022-10-24,2022,10,24
OX434770,BF.36,29853,United Kingdom,2022-07-28,2022,7,28
OX434776,CH.1.1,29854,United Kingdom,2022-11-15,2022,11,15
OX434797,BQ.1,29851,United Kingdom,2022-09-27,2022,9,27
OX434798,XAN,29848,United Kingdom,2022-09-21,2022,9,21
OX434805,BE.1.4,29852,United Kingdom,2022-07-13,2022,7,13
OX434862,BN.1.3,29850,United Kingdom,2022-11-23,2022,11,23
OX435305,BQ.1,29848,United Kingdom,2022-08-22,2022,8,22
OX435321,BF.7.10,29844,United Kingdom,2022-11-21,2022,11,21
OX435325,BA.5.2.20,29844,United Kingdom,2022-11-26,2022,11,26
OX435359,XBE,29844,United Kingdom,2022-11-23,2022,11,23
OX435425,CB.1,29854,United Kingdom,2022-11-24,2022,11,24
OX435431,CA.7,29852,United Kingdom,2022-11-24,2022,11,24
OX435433,BA.5.3.1,29831,United Kingdom,2022-11-28,2022,11,28
OX435468,BQ.1.1.56,29844,United Kingdom,2022-11-24,2022,11,24
OX435537,BA.5.2.27,29852,United Kingdom,2022-07-24,2022,7,24
OX435553,BA.5.1.5,29851,United Kingdom,2022-08-13,2022,8,13
OX435558,BQ.1.1.36,29851,United Kingdom,2022-12-31,2022,12,31
OX435620,BA.5.2.18,29850,United Kingdom,2022-09-17,2022,9,17
OX435667,BA.5.1.15,29849,United Kingdom,2022-08-15,2022,8,15
OX435674,BA.5,29843,United Kingdom,2022-12-22,2022,12,22
OX435717,BA.5.1.10,29852,United Kingdom,2022-10-01,2022,10,1
OX435724,BE.1.4.1,29844,United Kingdom,2022-09-11,2022,9,11
OX435846,BA.5.2.26,29851,United Kingdom,2022-07-13,2022,7,13
OX435873,BA.2,29850,United Kingdom,2022-02-27,2022,2,27
OX435929,BQ.1.1.18,29846,United Kingdom,2022-10-18,2022,10,18
OX435931,BA.2.8,29853,United Kingdom,2022-05-30,2022,5,30
OX435953,BA.4.1.1,29843,United Kingdom,2022-06-29,2022,6,29
OX435958,BF.7.21,29846,United Kingdom,2022-10-13,2022,10,13
OX435999,BQ.1.20,29844,United Kingdom,2022-11-09,2022,11,9
OX436012,BA.2.64,29858,United Kingdom,2022-07-19,2022,7,19
OX436017,BA.5.1.2,29853,United Kingdom,2022-08-14,2022,8,14
OX436045,BF.11.2,29850,United Kingdom,2022-10-31,2022,10,31
OX436085,BA.5.2.18,29872,United Kingdom,2022-07-08,2022,7,8
OX436102,BQ.1.3,29851,United Kingdom,2022-12-30,2022,12,30
OX436115,BE.1.1.2,29844,United Kingdom,2022-09-03,2022,9,3
OX436142,BQ.1.3,29849,United Kingdom,2022-10-13,2022,10,13
OX436273,BA.5.2,29850,United Kingdom,2022-12-09,2022,12,9
OX436319,BA.5.2.20,29846,United Kingdom,2022-06-28,2022,6,28
OX436328,BN.1.4,29858,United Kingdom,2022-11-13,2022,11,13
OX436359,DV.3,29853,United Kingdom,2022-12-26,2022,12,26
OX436364,BA.2.65,29856,United Kingdom,2022-07-27,2022,7,27
OX436391,BA.5.1.4,29853,United Kingdom,2022-08-17,2022,8,17
OX436395,BA.5.2.57,29854,United Kingdom,2022-10-27,2022,10,27
OX436399,BA.5.9,29844,United Kingdom,2022-08-19,2022,8,19
OX436400,XBG,29854,United Kingdom,2022-07-19,2022,7,19
OX436456,BF.7.4.1,29843,United Kingdom,2022-11-22,2022,11,22
OX436468,BF.7.4,29846,United Kingdom,2022-10-29,2022,10,29
OX436497,BF.11.5,29844,United Kingdom,2022-10-28,2022,10,28
OX436547,BE.1,29844,United Kingdom,2022-10-08,2022,10,8
OX436548,BQ.1.8.2,29841,United Kingdom,2022-10-30,2022,10,30
OX436550,EF.2,29844,United Kingdom,2022-10-28,2022,10,28
OX436558,BQ.1.13,29851,United Kingdom,2022-12-22,2022,12,22
OX436580,BA.5.1.9,29854,United Kingdom,2022-07-19,2022,7,19
OX436634,BA.5.1.30,29854,United Kingdom,2022-09-12,2022,9,12
OX436695,BA.5.1.35,29851,United Kingdom,2022-06-29,2022,6,29
OX436705,BA.5.2.21,29846,United Kingdom,2022-11-01,2022,11,1
OX436717,BA.5.2.59,29846,United Kingdom,2022-11-09,2022,11,9
OX436718,BA.2.52,29867,United Kingdom,2022-07-28,2022,7,28
OX431152,BF.7.24,29844,United Kingdom,2022-09-28,2022,9,28
OX431205,XBB.1.9,29847,United Kingdom,2022-12-13,2022,12,13
OX431206,BA.5.1.1,29847,United Kingdom,2022-07-18,2022,7,18
OX431286,BE.9,29837,United Kingdom,2022-11-23,2022,11,23
OX431322,BA.5.1.27,29821,United Kingdom,2022-11-19,2022,11,19
OX431377,BA.5.2.13,29851,United Kingdom,2022-07-29,2022,7,29
OX431383,BA.4.1.1,29839,United Kingdom,2022-09-06,2022,9,6
OX431389,BF.7,29844,United Kingdom,2022-12-11,2022,12,11
OX431423,BV.2,29846,United Kingdom,2022-10-24,2022,10,24
OX431428,BQ.1.1.7,29853,United Kingdom,2022-10-21,2022,10,21
OX431437,BA.2.18,29858,United Kingdom,2022-06-23,2022,6,23
OX431481,BQ.1.1.69,29837,United Kingdom,2022-10-26,2022,10,26
OX431486,BF.7.7,29844,United Kingdom,2022-09-30,2022,9,30
OX431512,BA.1.15,29876,United Kingdom,2022-01-05,2022,1,5
OX431524,BA.4.7,29836,United Kingdom,2022-09-07,2022,9,7
OX431526,BA.1.1.14,29883,United Kingdom,2022-01-06,2022,1,6
OX431546,BQ.1.16,29844,United Kingdom,2022-09-24,2022,9,24
OX431559,BF.6,29843,United Kingdom,2022-09-02,2022,9,2
OX431563,BL.1,29857,United Kingdom,2022-08-29,2022,8,29
OX431572,BF.8,29850,United Kingdom,2022-12-13,2022,12,13
OX431605,BF.12,29844,United Kingdom,2022-07-25,2022,7,25
OX431621,BA.2.75,29857,United Kingdom,2022-09-08,2022,9,8
OX431646,BA.2.1,29856,United Kingdom,2022-11-05,2022,11,5
OX431662,BA.5.2.3,29844,United Kingdom,2022-10-07,2022,10,7
OX431665,BQ.1.14,29844,United Kingdom,2022-09-28,2022,9,28
OX431685,BQ.1.11,29846,United Kingdom,2022-10-16,2022,10,16
OX431702,BA.5.9,29854,United Kingdom,2022-11-07,2022,11,7
OX431745,BA.5.2.21,29851,United Kingdom,2022-09-23,2022,9,23
OX431774,BE.1.4,29846,United Kingdom,2022-10-13,2022,10,13
OX431776,BW.1.1,29844,United Kingdom,2022-12-26,2022,12,26
OX431787,BE.1.1.1,29844,United Kingdom,2022-08-23,2022,8,23
OX431791,DT.1,29846,United Kingdom,2022-12-28,2022,12,28
OX431824,BA.5.8,29840,United Kingdom,2022-08-08,2022,8,8
OX431872,BA.4.6.4,29835,United Kingdom,2022-10-02,2022,10,2
OX431918,BN.1.8,29850,United Kingdom,2022-12-18,2022,12,18
OX431926,CH.1.1.6,29850,United Kingdom,2022-12-31,2022,12,31
OX431927,BL.1,29850,United Kingdom,2022-10-04,2022,10,4
OX431973,BA.5.2.13,29846,United Kingdom,2022-09-06,2022,9,6
OX431991,BA.5.3.1,29845,United Kingdom,2022-07-12,2022,7,12
OX431995,BE.1.1.1,29848,United Kingdom,2022-09-14,2022,9,14
OX431999,BA.5.2.2,29850,United Kingdom,2022-09-07,2022,9,7
OX432008,BA.1.1,29879,United Kingdom,2022-03-01,2022,3,1
OX432019,BN.1.2,29850,United Kingdom,2022-10-02,2022,10,2
OX432052,BA.1.1,29879,United Kingdom,2022-01-07,2022,1,7
OX432073,BA.2.3.20,29842,United Kingdom,2022-12-07,2022,12,7
OX432090,BM.4.1.1,29850,United Kingdom,2022-10-18,2022,10,18
OX432105,BQ.1.11,29843,United Kingdom,2022-12-27,2022,12,27
OX430825,BA.5.1.17,29844,United Kingdom,2022-07-19,2022,7,19
OX430849,BA.5,29848,United Kingdom,2022-06-29,2022,6,29
OX430868,BA.5.6.2,29832,United Kingdom,2022-07-29,2022,7,29
OX430871,BA.5.6,29844,United Kingdom,2022-10-17,2022,10,17
OX430878,BA.5.2.59,29839,United Kingdom,2022-10-24,2022,10,24
OX430880,BA.4.1.10,29836,United Kingdom,2022-08-02,2022,8,2
OX430899,BF.10,29852,United Kingdom,2022-08-02,2022,8,2
OX430952,BE.1.2,29850,United Kingdom,2022-10-17,2022,10,17
OX430962,BA.2.75.7,29854,United Kingdom,2022-09-22,2022,9,22
OX431010,BA.2.1,29858,United Kingdom,2022-03-14,2022,3,14
OX431017,BA.5.1.35,29840,United Kingdom,2022-08-01,2022,8,1
OX431022,BQ.1.1.22,29849,United Kingdom,2022-12-28,2022,12,28
OX431036,BQ.1.14,29850,United Kingdom,2022-12-26,2022,12,26
OX431069,BA.5.2.2,29851,United Kingdom,2022-08-23,2022,8,23
OX431074,BA.4.6.5,29836,United Kingdom,2022-12-28,2022,12,28
OX431121,BA.2.9,29857,United Kingdom,2022-06-24,2022,6,24
OX429459,BA.1.1,29879,United Kingdom,2022-07-19,2022,7,19
OX429463,CV.1,29850,United Kingdom,2022-10-21,2022,10,21
OX429483,BA.1.1,29880,United Kingdom,2021-12-23,2021,12,23
OX429485,BA.5.10,29849,United Kingdom,2022-09-06,2022,9,6
OX429488,BM.4.1.1,29853,United Kingdom,2022-09-22,2022,9,22
OX429538,BA.4.6.1,29839,United Kingdom,2022-12-13,2022,12,13
OX429555,BA.5.1.3,29854,United Kingdom,2022-07-19,2022,7,19
OX429582,BN.1.5,29857,United Kingdom,2022-09-08,2022,9,8
OX429629,BA.2.75.1,29850,United Kingdom,2022-10-04,2022,10,4
OX429675,BA.2.3,29852,United Kingdom,2022-03-08,2022,3,8
OX429726,BA.5.2.56,29844,United Kingdom,2022-09-28,2022,9,28
OX429760,BF.7.4.1,29844,United Kingdom,2022-09-29,2022,9,29
OX429785,BA.5.1.2,29851,United Kingdom,2022-06-29,2022,6,29
OX429789,BA.4,29837,United Kingdom,2022-11-25,2022,11,25
OX429800,BA.2.3.20,29850,United Kingdom,2022-10-03,2022,10,3
OX429932,CM.3,29865,United Kingdom,2022-12-26,2022,12,26
OX429952,CB.1,29857,United Kingdom,2022-12-29,2022,12,29
OX429953,BA.5.1.25,29847,United Kingdom,2022-08-29,2022,8,29
OX429968,BE.1.1,29847,United Kingdom,2022-06-21,2022,6,21
OX429988,CA.2,29847,United Kingdom,2022-10-19,2022,10,19
OX429999,BA.5.3.3,29831,United Kingdom,2022-08-13,2022,8,13
OX430001,BQ.1.1.22,29851,United Kingdom,2022-10-23,2022,10,23
OX430019,BA.5.3.1,29852,United Kingdom,2022-06-22,2022,6,22
OX430058,BN.1.2,29854,United Kingdom,2022-11-09,2022,11,9
OX430075,BA.1,29878,United Kingdom,2022-01-28,2022,1,28
OX430076,XAZ,29844,United Kingdom,2022-08-02,2022,8,2
OX430104,BA.5.2.19,29849,United Kingdom,2022-07-14,2022,7,14
OX430112,BA.4.6.1,29837,United Kingdom,2022-07-12,2022,7,12
OX430125,BA.2.75,29852,United Kingdom,2022-07-31,2022,7,31
OX430129,BA.4.1,29839,United Kingdom,2022-10-31,2022,10,31
OX430139,BF.7.19,29844,United Kingdom,2022-11-02,2022,11,2
OX430193,BA.5.2.6,29844,United Kingdom,2022-09-30,2022,9,30
OX430237,BA.1.17.2,29881,United Kingdom,2022-01-05,2022,1,5
OX430271,BA.5.6,29844,United Kingdom,2022-06-30,2022,6,30
OX430284,BA.5.1.9,29878,United Kingdom,2022-06-30,2022,6,30
OX430288,BQ.1.1.29,29842,United Kingdom,2022-12-28,2022,12,28
OX430294,BA.5.1.1,29853,United Kingdom,2022-08-03,2022,8,3
OX430321,BQ.1.20,29844,United Kingdom,2022-10-25,2022,10,25
OX430323,BA.5.3.3,29841,United Kingdom,2022-06-29,2022,6,29
OX430421,BA.5.2.2,29846,United Kingdom,2022-07-18,2022,7,18
OX430423,BA.5.1.33,29855,United Kingdom,2022-07-13,2022,7,13
OX430426,BA.1,29880,United Kingdom,2021-12-29,2021,12,29
OX430433,BA.5.2.3,29844,United Kingdom,2022-11-01,2022,11,1
OX430434,BA.5.2.34,29844,United Kingdom,2022-10-31,2022,10,31
OX430460,BA.5.3.3,29829,United Kingdom,2022-09-17,2022,9,17
OX430486,BA.4.1.5,29837,United Kingdom,2022-07-25,2022,7,25
OX430487,BA.5.2.7,29851,United Kingdom,2022-07-26,2022,7,26
OX430491,BA.1.1,29881,United Kingdom,2022-02-28,2022,2,28
OX430566,BA.5.2.9,29851,United Kingdom,2022-08-26,2022,8,26
OX430572,BA.4.1.1,29841,United Kingdom,2022-08-05,2022,8,5
OX430580,BA.2,29850,United Kingdom,2022-07-26,2022,7,26
OX425228,CH.1.1.8,29855,United Kingdom,2022-12-26,2022,12,26
OX425231,BF.27,29840,United Kingdom,2022-09-07,2022,9,7
OX425244,BA.5.1.9,29845,United Kingdom,2022-09-08,2022,9,8
OX425264,BA.2.41,29854,United Kingdom,2022-06-30,2022,6,30
OX425265,BF.7.26,29846,United Kingdom,2022-12-04,2022,12,4
OX425321,BA.5.2.8,29853,United Kingdom,2022-07-23,2022,7,23
OX425324,BA.5.3.2,29853,United Kingdom,2022-08-05,2022,8,5
OX425501,BA.4.1.8,29834,United Kingdom,2022-09-28,2022,9,28
OX425524,BE.4,29854,United Kingdom,2022-07-18,2022,7,18
OX425712,BF.7.3,29846,United Kingdom,2022-12-16,2022,12,16
OX425750,BA.5.1.18,29844,United Kingdom,2022-10-31,2022,10,31
OX425829,CM.3,29869,United Kingdom,2022-11-30,2022,11,30
OX425834,BF.10,29849,United Kingdom,2022-07-19,2022,7,19
OX425836,BF.34,29850,United Kingdom,2022-10-22,2022,10,22
OX425878,CN.1,29844,United Kingdom,2022-10-27,2022,10,27
OX425893,BQ.1.13,29844,United Kingdom,2022-10-15,2022,10,15
OX425902,BE.1.1.1,29844,United Kingdom,2022-10-05,2022,10,5
OX425920,BA.5.1.22,29844,United Kingdom,2022-10-01,2022,10,1
OX425941,BF.11,29848,United Kingdom,2022-09-13,2022,9,13
OX425945,BA.2.75.5,29858,United Kingdom,2022-09-16,2022,9,16
OX425972,DE.2,29853,United Kingdom,2022-10-23,2022,10,23
OX426014,BN.1.4.1,29850,United Kingdom,2022-10-05,2022,10,5
OX426054,BF.11,29847,United Kingdom,2022-12-21,2022,12,21
OX426058,CQ.1,29843,United Kingdom,2022-11-06,2022,11,6
OX426122,BF.36,29854,United Kingdom,2022-08-16,2022,8,16
OX426173,BA.2.76,29850,United Kingdom,2022-07-12,2022,7,12
OX426179,BQ.1.22,29847,United Kingdom,2022-12-26,2022,12,26
OX426252,BF.7,29848,United Kingdom,2022-07-13,2022,7,13
OX426299,BA.5.1.18,29847,United Kingdom,2022-09-11,2022,9,11
OX426309,BA.5.1.27,29843,United Kingdom,2022-09-29,2022,9,29
OX426383,BQ.1.1.4,29835,United Kingdom,2022-08-03,2022,8,3
OX426388,BA.5.2.18,29841,United Kingdom,2022-12-20,2022,12,20
OX426546,BQ.1.1.38,29851,United Kingdom,2022-12-22,2022,12,22
OX426574,BQ.1.1.6,29845,United Kingdom,2022-11-06,2022,11,6
OX426616,BA.2.1,29859,United Kingdom,2022-08-08,2022,8,8
OX426671,XBB,29848,United Kingdom,2022-10-11,2022,10,11
OX426672,BF.28,29844,United Kingdom,2022-10-31,2022,10,31
OX426686,BA.2.23,29857,United Kingdom,2022-08-09,2022,8,9
OX426693,BF.7.5,29841,United Kingdom,2022-12-20,2022,12,20
OX426721,BE.4.1.1,29843,United Kingdom,2022-11-11,2022,11,11
OX426759,BF.39,29849,United Kingdom,2022-11-08,2022,11,8
OX426838,BF.21,29847,United Kingdom,2022-08-18,2022,8,18
OX426856,BE.1,29831,United Kingdom,2022-11-09,2022,11,9
OX426900,CL.1,29846,United Kingdom,2022-10-26,2022,10,26
OX426929,BA.4.1,29845,United Kingdom,2022-09-13,2022,9,13
OX426977,BF.26,29853,United Kingdom,2022-08-17,2022,8,17
OX427026,BM.1.1.3,29855,United Kingdom,2022-10-28,2022,10,28
OX427058,BN.1.7,29854,United Kingdom,2022-12-22,2022,12,22
OX427060,BF.7.4,29853,United Kingdom,2022-11-11,2022,11,11
OX427093,BA.5.2.20,29852,United Kingdom,2022-12-17,2022,12,17
OX427098,BE.4.1.1,29848,United Kingdom,2022-12-17,2022,12,17
OX427110,XBB.3,29847,United Kingdom,2022-10-20,2022,10,20
OX427127,BF.7.20,29851,United Kingdom,2022-10-25,2022,10,25
OX427139,XBB.3,29847,United Kingdom,2022-11-28,2022,11,28
OX427174,CQ.1,29843,United Kingdom,2022-12-15,2022,12,15
OX427185,BF.31,29846,United Kingdom,2022-07-19,2022,7,19
OX427233,BQ.1.1.19,29851,United Kingdom,2022-11-14,2022,11,14
OX427250,BA.5.3.1,29838,United Kingdom,2022-08-16,2022,8,16
OX427271,BA.5.1.23,29837,United Kingdom,2022-11-11,2022,11,11
OX427294,DA.1,29846,United Kingdom,2022-11-08,2022,11,8
OX427313,BF.1,29841,United Kingdom,2022-09-29,2022,9,29
OX427363,BY.1,29850,United Kingdom,2022-09-23,2022,9,23
OX427593,BA.5.2.28,29845,United Kingdom,2022-11-28,2022,11,28
OX427715,BA.5.1.2,29847,United Kingdom,2022-09-11,2022,9,11
OX427743,BQ.1.15,29846,United Kingdom,2022-11-06,2022,11,6
OX427758,BE.1.3,29838,United Kingdom,2022-07-22,2022,7,22
OX427784,CQ.1.1,29847,United Kingdom,2022-12-22,2022,12,22
OX427844,BQ.1.1.64,29853,United Kingdom,2022-12-24,2022,12,24
OX427846,BA.4,29838,United Kingdom,2022-09-04,2022,9,4
OX427892,CR.2,29846,United Kingdom,2022-10-11,2022,10,11
OX427893,BA.5.2.28,29846,United Kingdom,2022-09-12,2022,9,12
OX427963,BA.5.1.25,29847,United Kingdom,2022-10-11,2022,10,11
OX427991,BA.2.56,29846,United Kingdom,2022-06-29,2022,6,29
OX428098,BA.5.1.3,29844,United Kingdom,2022-08-15,2022,8,15
OX428101,BQ.1.11,29846,United Kingdom,2022-11-13,2022,11,13
OX428106,BA.5.6,29844,United Kingdom,2022-09-26,2022,9,26
OX428107,BA.5.2.62,29844,United Kingdom,2022-10-06,2022,10,6
OX428188,BA.5.2.7,29845,United Kingdom,2022-09-07,2022,9,7
OX428196,BF.31,29853,United Kingdom,2022-08-03,2022,8,3
OX428246,DE.2,29848,United Kingdom,2022-12-10,2022,12,10
OX428281,BA.5.2.3,29852,United Kingdom,2022-12-07,2022,12,7
OX428741,BA.5.3,29877,United Kingdom,2022-06-23,2022,6,23
OX428813,XAZ,29846,United Kingdom,2022-09-05,2022,9,5
OX428886,BQ.1.14,29848,United Kingdom,2022-10-24,2022,10,24
OX429012,BA.5.1.33,29846,United Kingdom,2022-08-29,2022,8,29
OX429036,BM.4.1.1,29858,United Kingdom,2022-12-07,2022,12,7
OX429076,BA.2.18,29854,United Kingdom,2022-07-29,2022,7,29
OX429110,BT.2,29846,United Kingdom,2022-06-29,2022,6,29
OX429187,BA.5.9,29846,United Kingdom,2022-09-07,2022,9,7
OX429239,BA.5.1.33,29844,United Kingdom,2022-10-08,2022,10,8
OX429305,BA.5.2.16,29850,United Kingdom,2022-07-22,2022,7,22
OX429315,BA.2.1,29852,United Kingdom,2022-12-12,2022,12,12
OX429333,XAJ,29855,United Kingdom,2022-07-23,2022,7,23
OX429339,BF.36,29847,United Kingdom,2022-09-06,2022,9,6
OX429343,BA.1.1.14,29881,United Kingdom,2022-03-09,2022,3,9
OX429384,BE.3,29837,United Kingdom,2022-07-25,2022,7,25
OX424607,CK.1,29847,United Kingdom,2022-11-25,2022,11,25
OX424631,BA.5.1.1,29851,United Kingdom,2022-10-31,2022,10,31
OX424805,BF.7.7,29852,United Kingdom,2022-11-13,2022,11,13
OX424893,BA.4.2,29842,United Kingdom,2022-06-22,2022,6,22
OX424956,BA.5.5,29850,United Kingdom,2022-06-29,2022,6,29
OX424986,BA.5.2.16,29852,United Kingdom,2022-09-06,2022,9,6
OX425136,BA.5.2.25,29850,United Kingdom,2022-10-16,2022,10,16
OP777347,B,29777,United Kingdom,2020-03-24,2020,3,24
OP777352,B.33,29777,United Kingdom,2020-03-31,2020,3,31
OP777355,B.33,29777,United Kingdom,2020-04-02,2020,4,2
OP777356,B.1,29777,United Kingdom,2020-04-02,2020,4,2
OP777363,B.40,29777,United Kingdom,2020-04-09,2020,4,9
OP777366,B.1.40,29777,United Kingdom,2020-04-09,2020,4,9
OP777372,B.1.157,29777,United Kingdom,2020-04-12,2020,4,12
OP777383,B.1.1,29777,United Kingdom,2020-04-22,2020,4,22
OP777397,B.1,29777,United Kingdom,2020-05-06,2020,5,6
OP777398,B.1.418,29777,United Kingdom,2020-05-11,2020,5,11
OP777407,B.1.40,29777,United Kingdom,2020-03-22,2020,3,22
OP680472,AY.4,29803,United Kingdom,2022-03-28,2022,3,28
OX336685,BA.2.3,29903,United Kingdom,2022-06-22,2022,6,22
OX336687,B.1.177.18,29903,United Kingdom,2020-12-16,2020,12,16
OX258576,BA.5.3.4,29852,United Kingdom,2022-07-03,2022,7,3
OX258590,BA.5.1.10,29852,United Kingdom,2022-06-26,2022,6,26
OX258614,BA.2.10,29857,United Kingdom,2022-06-21,2022,6,21
OX258645,BA.4.2,29843,United Kingdom,2022-07-05,2022,7,5
OX258666,BA.5.1.22,29848,United Kingdom,2022-06-28,2022,6,28
OX258691,BA.2.71,29858,United Kingdom,2022-06-28,2022,6,28
OX258722,BA.2.8,29859,United Kingdom,2022-06-27,2022,6,27
OX258751,BA.5.2.21,29851,United Kingdom,2022-06-28,2022,6,28
OX249555,BA.2.74,29857,United Kingdom,2022-07-09,2022,7,9
OX249657,BF.11,29851,United Kingdom,2022-07-05,2022,7,5
OX249753,BA.2.56,29850,United Kingdom,2022-07-08,2022,7,8
OX247108,BA.5.1.21,29846,United Kingdom,2022-07-02,2022,7,2
OX247481,DE.1,29847,United Kingdom,2022-07-01,2022,7,1
OX248045,BA.4.6.1,29843,United Kingdom,2022-06-30,2022,6,30
OX248968,BA.2.38,29858,United Kingdom,2022-07-02,2022,7,2
OX249022,BA.5.2.18,29870,United Kingdom,2022-06-30,2022,6,30
OX249044,BA.2.9,29850,United Kingdom,2022-07-02,2022,7,2
OX249194,BA.5.3,29844,United Kingdom,2022-07-01,2022,7,1
OX235710,BA.1.17.2,29882,United Kingdom,2022-06-27,2022,6,27
OX235762,BA.2.5,29850,United Kingdom,2022-06-24,2022,6,24
OX235788,BA.5.2.19,29844,United Kingdom,2022-06-26,2022,6,26
OX236105,BA.5.3.4,29845,United Kingdom,2022-06-29,2022,6,29
OX236107,BA.5.1.4,29846,United Kingdom,2022-06-26,2022,6,26
OX236283,BF.41,29851,United Kingdom,2022-06-25,2022,6,25
OX236301,BA.4.4,29836,United Kingdom,2022-06-27,2022,6,27
OX236471,BF.21,29848,United Kingdom,2022-06-23,2022,6,23
OX238242,BF.36,29851,United Kingdom,2022-06-24,2022,6,24
OX238530,XAE,29880,United Kingdom,2022-06-28,2022,6,28
OX239536,BA.2.38,29852,United Kingdom,2022-06-28,2022,6,28
OX211746,BA.2.55,29852,United Kingdom,2022-06-07,2022,6,7
OX211786,BA.2.9.1,29857,United Kingdom,2022-06-07,2022,6,7
OX211788,BA.5.3.2,29847,United Kingdom,2022-06-06,2022,6,6
OX188383,BA.2.36,29850,United Kingdom,2022-06-20,2022,6,20
OX177909,BA.2.40.1,29856,United Kingdom,2022-06-19,2022,6,19
OX177972,BE.1.3,29843,United Kingdom,2022-06-10,2022,6,10
OX178148,BA.2,29853,United Kingdom,2022-05-29,2022,5,29
OX178162,BA.5.1.1,29851,United Kingdom,2022-06-16,2022,6,16
OX178346,BA.2.37,29855,United Kingdom,2022-06-15,2022,6,15
OX178570,BA.2.13,29850,United Kingdom,2022-06-08,2022,6,8
OX178577,BA.5.1.15,29853,United Kingdom,2022-06-15,2022,6,15
OX178723,BA.1,29876,United Kingdom,2022-06-12,2022,6,12
OX179386,BA.2.23.1,29858,United Kingdom,2022-06-07,2022,6,7
OX179434,BA.2.52,29859,United Kingdom,2022-06-18,2022,6,18
OX179501,BA.5.2.2,29852,United Kingdom,2022-06-15,2022,6,15
OX179778,BE.3,29844,United Kingdom,2022-06-10,2022,6,10
OX124302,XE,29847,United Kingdom,2022-06-12,2022,6,12
OX131044,BA.2.12,29852,United Kingdom,2022-06-13,2022,6,13
OX131050,BA.2.77,29845,United Kingdom,2022-06-10,2022,6,10
OX138357,BA.2.48,29850,United Kingdom,2022-06-09,2022,6,9
OX140951,BF.20,29844,United Kingdom,2022-06-11,2022,6,11
OX148125,BA.4.7,29846,United Kingdom,2022-06-14,2022,6,14
OX148134,BA.2.50,29857,United Kingdom,2022-06-14,2022,6,14
OX148582,BA.2.12.1,29858,United Kingdom,2022-05-31,2022,5,31
OX148739,BF.27,29850,United Kingdom,2022-05-31,2022,5,31
OX149237,BA.4,29836,United Kingdom,2022-05-31,2022,5,31
OX149891,BA.2.9,29850,United Kingdom,2022-05-31,2022,5,31
OX150847,BA.2.3,29859,United Kingdom,2022-05-30,2022,5,30
OX151612,BF.1,29852,United Kingdom,2022-05-31,2022,5,31
OX151636,BA.2.65,29850,United Kingdom,2022-06-01,2022,6,1
OX154177,BA.2.64,29850,United Kingdom,2022-06-03,2022,6,3
OX154495,BG.2,29850,United Kingdom,2022-06-01,2022,6,1
OX154585,BA.2.7,29850,United Kingdom,2022-05-30,2022,5,30
OX154596,BA.5,29833,United Kingdom,2022-05-30,2022,5,30
OX154639,BA.2.23,29856,United Kingdom,2022-05-31,2022,5,31
OX154645,BA.5.8,29850,United Kingdom,2022-05-31,2022,5,31
OX154646,BA.2.22,29856,United Kingdom,2022-06-01,2022,6,1
OX154677,BA.2.18,29855,United Kingdom,2022-05-31,2022,5,31
OX155400,BF.4,29846,United Kingdom,2022-05-31,2022,5,31
OX103556,AY.46.5,29882,United Kingdom,2021-09-02,2021,9,2
OX103558,AY.4,29890,United Kingdom,2021-08-31,2021,8,31
OX101456,BA.2.22,29851,United Kingdom,2022-05-26,2022,5,26
OX101465,BA.2.50,29835,United Kingdom,2022-05-25,2022,5,25
OX101505,BA.5.1.22,29838,United Kingdom,2022-05-24,2022,5,24
OX101577,BA.1.15.1,29873,United Kingdom,2022-01-23,2022,1,23
OX101583,BA.2.57,29847,United Kingdom,2022-05-23,2022,5,23
OX101596,BA.2.70,29857,United Kingdom,2022-05-24,2022,5,24
OX101613,BE.1,29844,United Kingdom,2022-05-26,2022,5,26
OX101635,BA.2.41,29864,United Kingdom,2022-05-23,2022,5,23
OX101636,BA.5.1.2,29844,United Kingdom,2022-05-28,2022,5,28
OX101641,BA.2.32,29850,United Kingdom,2022-05-27,2022,5,27
OX101645,BA.2.6,29850,United Kingdom,2022-05-25,2022,5,25
OX101646,BA.2.36,29850,United Kingdom,2022-05-26,2022,5,26
OX101655,BA.1.1.1,29877,United Kingdom,2022-02-18,2022,2,18
OX101658,BA.2.55,29850,United Kingdom,2022-05-27,2022,5,27
OX101660,BA.5.2.3,29844,United Kingdom,2022-05-25,2022,5,25
OX101669,BA.4.1,29838,United Kingdom,2022-05-24,2022,5,24
OX101678,BA.2.9,29853,United Kingdom,2022-04-17,2022,4,17
OX101679,BA.5.2.1,29849,United Kingdom,2022-05-25,2022,5,25
OX101696,BA.2.13,29855,United Kingdom,2022-05-25,2022,5,25
OX101716,BA.2.39,29850,United Kingdom,2022-05-25,2022,5,25
OX101720,BA.2.56,29851,United Kingdom,2022-05-25,2022,5,25
OX101910,BA.2.37,29844,United Kingdom,2022-05-30,2022,5,30
OX066245,BA.1,29873,United Kingdom,2022-03-11,2022,3,11
